"","Factor","df","LRT","F","p","label"
"130","stim_type:US_type",1,12.1877046973968,1.15154851420096,0.008,"L_STSvp_ROI-lh"
"131","stim_type:US_type",1,3.51874969283745,0.333444573639226,0.1,"L_STV_ROI-lh"
"132","stim_type:US_type",1,0.411790534766624,0.0392269394749907,0.427,"L_TA2_ROI-lh"
"133","stim_type:US_type",1,7.39003579895507,0.698798129040088,0.04,"L_TE1a_ROI-lh"
"134","stim_type:US_type",1,3.62303823585898,0.346152913495822,0.083,"L_TE1m_ROI-lh"
"135","stim_type:US_type",1,2.80466762147262,0.266985195449007,0.12,"L_TE1p_ROI-lh"
"136","stim_type:US_type",1,10.256854046791,0.974938239460441,0.013,"L_TE2a_ROI-lh"
"137","stim_type:US_type",1,0.388546787089581,0.0370706570973851,0.439,"L_TE2p_ROI-lh"
"138","stim_type:US_type",1,20.8143479903374,1.98562841564741,0.002,"L_TF_ROI-lh"
"139","stim_type:US_type",1,62.0749819442244,5.87683488801514,0,"L_TGd_ROI-lh"
"140","stim_type:US_type",1,6.54594387840916,0.620129322494477,0.033,"L_TGv_ROI-lh"
"141","stim_type:US_type",1,6.08352101208584,0.577143011942153,0.048,"L_TPOJ1_ROI-lh"
"142","stim_type:US_type",1,5.4961772570241,0.523933786803717,0.052,"L_TPOJ2_ROI-lh"
"143","stim_type:US_type",1,0.0706402244250057,0.00663974932380073,0.71,"L_TPOJ3_ROI-lh"
"144","stim_type:US_type",1,40.9145346784862,3.88701201950787,0,"L_V1_ROI-lh"
"145","stim_type:US_type",1,32.8513240585344,3.12027422506731,0,"L_V2_ROI-lh"
"146","stim_type:US_type",1,59.222638418425,5.66639241684485,0,"L_V3A_ROI-lh"
"147","stim_type:US_type",1,3.73470350489879,0.352815200520984,0.067,"L_V3B_ROI-lh"
"148","stim_type:US_type",1,1.11043586830783,0.104711619932019,0.222,"L_V3CD_ROI-lh"
"149","stim_type:US_type",1,47.319352145103,4.51567550816999,0,"L_V3_ROI-lh"
"150","stim_type:US_type",1,6.49905349085748,0.610342820532902,0.034,"L_V4_ROI-lh"
"151","stim_type:US_type",1,3.22086283759563,0.308096886391678,0.119,"L_V4t_ROI-lh"
"152","stim_type:US_type",1,2.9614085064386,0.283208337712325,0.114,"L_V6A_ROI-lh"
"153","stim_type:US_type",1,32.5495795397219,3.12352991319585,0,"L_V6_ROI-lh"
"154","stim_type:US_type",1,12.3333188294673,1.17129161313281,0.008,"L_V7_ROI-lh"
"155","stim_type:US_type",1,3.37172514646227,0.320428605604713,0.104,"L_V8_ROI-lh"
"156","stim_type:US_type",1,0.490425626532669,0.046396291692392,0.385,"L_VIP_ROI-lh"
"157","stim_type:US_type",1,45.8505894860355,4.38324489478246,0,"L_VMV1_ROI-lh"
"158","stim_type:US_type",1,51.2446892261396,4.91489222946601,0,"L_VMV2_ROI-lh"
"159","stim_type:US_type",1,39.0955438409728,3.71473654588603,0,"L_VMV3_ROI-lh"
"160","stim_type:US_type",1,6.7421724933447,0.641464567520155,0.034,"L_VVC_ROI-lh"
"161","stim_type:US_type",1,17.0799750733531,1.62703795184699,0.003,"L_a10p_ROI-lh"
"162","stim_type:US_type",1,31.0809829900754,2.97623104695416,0,"L_a24_ROI-lh"
"163","stim_type:US_type",1,0.0696365783041983,0.00659331783433919,0.704,"L_a24pr_ROI-lh"
"164","stim_type:US_type",1,54.5727344917577,5.20129659420425,0,"L_a32pr_ROI-lh"
"165","stim_type:US_type",1,6.83638550143223,0.649091959357414,0.039,"L_a47r_ROI-lh"
"166","stim_type:US_type",1,0.0420325906015933,0.00399461028794573,0.778,"L_a9-46v_ROI-lh"
"167","stim_type:US_type",1,8.42681474875644,0.804485482378624,0.019,"L_d23ab_ROI-lh"
"168","stim_type:US_type",1,10.6085816598679,1.00473271279486,0.012,"L_d32_ROI-lh"
"169","stim_type:US_type",1,1.9058858297758,0.182114356248589,0.167,"L_i6-8_ROI-lh"
"170","stim_type:US_type",1,14.562620517816,1.39657156898648,0.004,"L_p10p_ROI-lh"
"171","stim_type:US_type",1,0.628846960127703,0.0602221506586126,0.327,"L_p24_ROI-lh"
"172","stim_type:US_type",1,1.23326810106664,0.115557583873746,0.23,"L_p24pr_ROI-lh"
"173","stim_type:US_type",1,20.7326368125832,1.97625046787726,0,"L_p32_ROI-lh"
"174","stim_type:US_type",1,1.29775264835553,0.122590218584198,0.216,"L_p32pr_ROI-lh"
"175","stim_type:US_type",1,10.0660616295718,0.955327405667333,0.01,"L_p47r_ROI-lh"
"176","stim_type:US_type",1,3.20634547882219,0.303250457826423,0.105,"L_p9-46v_ROI-lh"
"177","stim_type:US_type",1,23.224995963421,2.20540742281847,0,"L_pOFC_ROI-lh"
"178","stim_type:US_type",1,39.8678145679114,3.81546810294318,0,"L_s32_ROI-lh"
"179","stim_type:US_type",1,4.90272328351784,0.462283585718968,0.066,"L_s6-8_ROI-lh"
"180","stim_type:US_type",1,20.3548014115986,1.92040958114681,0.001,"L_v23ab_ROI-lh"
"181","stim_type:US_type",1,3.01836544450634,0.286645450595936,0.121,"R_10d_ROI-rh"
"182","stim_type:US_type",1,3.53776515880963,0.336812469558684,0.085,"R_10pp_ROI-rh"
"183","stim_type:US_type",1,5.53405524298432,0.527608518688481,0.06,"R_10r_ROI-rh"
"184","stim_type:US_type",1,14.9344140255162,1.43608471481895,0.003,"R_10v_ROI-rh"
"185","stim_type:US_type",1,12.7234954494743,1.20695541946765,0.009,"R_11l_ROI-rh"
"186","stim_type:US_type",1,2.87576228486068,0.27164421474584,0.118,"R_13l_ROI-rh"
"187","stim_type:US_type",1,0.416125648083835,0.0400184404876549,0.419,"R_1_ROI-rh"
"188","stim_type:US_type",1,18.6194714011144,1.77257300631225,0.002,"R_23c_ROI-rh"
"189","stim_type:US_type",1,0.439857321442105,0.0415913998224135,0.44,"R_23d_ROI-rh"
"190","stim_type:US_type",1,23.7266290410189,2.26151305015325,0,"R_24dd_ROI-rh"
"191","stim_type:US_type",1,8.77520136572275,0.834443145032897,0.012,"R_24dv_ROI-rh"
"192","stim_type:US_type",1,21.8445849551827,2.07733023422475,0,"R_25_ROI-rh"
"193","stim_type:US_type",1,1.00059064621382,0.0956431979773398,0.259,"R_2_ROI-rh"
"194","stim_type:US_type",1,19.1178940717691,1.82489909820284,0.001,"R_31a_ROI-rh"
"195","stim_type:US_type",1,24.4192470515045,2.30365188081106,0.001,"R_31pd_ROI-rh"
"196","stim_type:US_type",1,26.803063990159,2.55623051706744,0,"R_31pv_ROI-rh"
"197","stim_type:US_type",1,3.08748877655307,0.290753582647487,0.112,"R_33pr_ROI-rh"
"198","stim_type:US_type",1,2.49766182922394,0.238757247710929,0.125,"R_3a_ROI-rh"
"199","stim_type:US_type",1,1.85917955021796,0.176615200304618,0.183,"R_3b_ROI-rh"
"200","stim_type:US_type",1,3.44126082830189,0.327689748389641,0.096,"R_43_ROI-rh"
"201","stim_type:US_type",1,3.84991820923824,0.361468489740123,0.087,"R_44_ROI-rh"
"202","stim_type:US_type",1,9.86587763598436,0.943054596982329,0.014,"R_45_ROI-rh"
"203","stim_type:US_type",1,1.27178170063416,0.121067195504234,0.22,"R_46_ROI-rh"
"204","stim_type:US_type",1,0.0978963762099738,0.00938456430836912,0.648,"R_47l_ROI-rh"
"205","stim_type:US_type",1,6.05043459260196,0.576918500725744,0.04,"R_47m_ROI-rh"
"206","stim_type:US_type",1,17.7049334085968,1.6779653973423,0.001,"R_47s_ROI-rh"
"207","stim_type:US_type",1,7.65778287354988,0.733554445272704,0.029,"R_4_ROI-rh"
"208","stim_type:US_type",1,25.9462293518081,2.47219218667909,0,"R_52_ROI-rh"
"209","stim_type:US_type",1,0.409748789024889,0.0390592779391516,0.383,"R_55b_ROI-rh"
"210","stim_type:US_type",1,1.71946058598769,0.163255649988223,0.212,"R_5L_ROI-rh"
